Booking ID,Date,Time,Customer ID,Vehicle Type,Pickup Location,Drop Location,Payment Method,Request Hour,Traffic Level,Weather Condition,Booking Platform
"""CNR3988951""",2024-07-24,17:43:59,"""CID2055059""",Premier Sedan,IGI Airport,Manesar,UPI,17,High,Clear,App
"""CNR8509244""",2024-09-08,09:10:58,"""CID9196634""",Premier Sedan,Botanical Garden,Kadarpur,null,9,High,,Web
"""CNR8403061""",2024-02-16,17:55:21,"""CID5865925""",Premier Sedan,Narsinghpur,Udyog Vihar,Uber Wallet,17,High,Clear,App
"""CNR6078220""",2024-01-22,16:42:51,"""CID6744764""",Premier Sedan,Faridabad Sector 15,Tagore Garden,null,16,Medium,,App
"""CNR4562372""",12-Feb-2024,10:51 AM,"""CID9991179""",Premier Sedan , Karol Bagh,Kalkaji,UPI,10, NA,Clear, Phone
"""CNR7979297""",2024-11-18,21:36:15,"""CID7031065""",Premier Sedan,Preet Vihar,Kalkaji,null,21,Low,,Phone
"""CNR6285364""",2024-04-15,10:45:59,"""CID3279345""",Premier Sedan,Ramesh Nagar,Civil Lines Gurgaon,null,10,High,,App
"""CNR7710350""",2024-10-26,16:45:01,"""CID7033162""",Uber XL,Welcome,Inderlok,null,16,Medium,,App
"""CNR4783118""",2024-12-28,09:33:34,"""CID3710964""",Uber XL,Sadar Bazar Gurgaon,Arjangarh,Uber Wallet,9,Low,Clear,Web
"""CNR2940039""",2024-03-22,18:20:08,"""CID5570675""",Premier Sedan,Samaypur Badli,IMT Manesar,UPI,18,High,Clear,App
"""CNR7404881""",2024-10-12,18:46:11,"""CID2753595""",Premier Sedan,Udyog Vihar Phase 4,Dwarka Mor,Cash,18,Medium,Rain,Web
"""CNR6461404""",2024-10-10,14:33:11,"""CID6823770""",Premier Sedan,Panchsheel Park,Keshav Puram,Debit Card,14,Low,Clear,App
"""CNR6234496""",2024-04-22,20:57:18,"""CID2254882""",Premier Sedan,Netaji Subhash Place,Ramesh Nagar,UPI,20,Low,Rain,App
"""CNR7500978""",2024-09-25,19:56:38,"""CID3116920""",Uber XL,Sikanderpur,Shahdara,UPI,19,High,Rain,App
"""CNR7842897""",2024-04-28,14:39:03,"""CID9682469""",Premier Sedan,Uttam Nagar,Manesar,Cash,14,Medium,Clear,App
"""CNR1185434""",2024-02-13,20:46:59,"""CID5838933""",Uber XL,Hauz Rani,Kherki Daula Toll,null,20,High,,App
"""CNR5198880""",2024-08-02,15:15:57,"""CID8785925""",Premier Sedan,DLF Phase 3,Rajouri Garden,UPI,15,High,Storm,App
"""CNR8516982""",2024-07-07,05:00:38,"""CID2384834""",Premier Sedan,Pulbangash,Kalkaji,UPI,5,Medium,Clear,App
"""CNR6821815""",2024-04-23,10:03:38,"""CID4410214""",Premier Sedan,Shastri Park,Green Park,Cash,10,Medium,Clear,Web
"""CNR6964686""",2024-02-17,20:21:24,"""CID8706030""",Premier Sedan,Noida Extension,Rajiv Chowk,UPI,20,High,Rain,App
"""CNR8731068""",2024-10-24,01:26:35,"""CID4015011""",Premier Sedan,Badshahpur,Mansarovar Park,null,1,Low,,Web
"""CNR5612431"" ",16-Apr-2024,11:54 PM,"""CID3088301""",Premier Sedan ,Netaji Subhash Place, Vasant Kunj,,11,,Rain ,App
"""CNR3566105""",2024-05-04,07:02:29,"""CID2033815""",Premier Sedan,Uttam Nagar,Dilshad Garden,null,7,High,,App
"""CNR6381345""",2024-12-01,11:56:31,"""CID6285663""",Premier Sedan,Vinobapuri,Badarpur,null,11,Medium,,Phone
"""CNR4665242""",2024-03-02,16:44:50,"""CID1907267""",Premier Sedan,Rajouri Garden,India Gate,Uber Wallet,16,Medium,Clear,Phone
" ""CNR2045650""",06/30/2024,4:55 PM,"""CID1553016""", Premier Sedan,Mandi House , Badarpur, NA,--,Low,Fog ,App
"""CNR3956062""",2024-04-30,19:56:22,"""CID3223309""",Uber XL,Sarai Kale Khan,Khan Market,UPI,19,Medium,Rain,Web
"""CNR9263685""",2024-04-18,17:34:38,"""CID3243366""",Uber XL,Raj Nagar Extension,Sarojini Nagar,null,17,High,,App
"""CNR9554863""",2024-02-05,16:53:34,"""CID2557936""",Premier Sedan,Gurgaon Railway Station,Old Gurgaon,UPI,16,Medium,Rain,App
"""CNR2116759""",2024-04-24,21:39:40,"""CID7023290""",Premier Sedan,India Gate,Karol Bagh,null,21,Low,,Web
"""CNR8149775""",2024-09-28,15:23:51,"""CID9718733""",Premier Sedan,Maidan Garhi,Pitampura,UPI,15,Medium,Clear,App
"""CNR3207142""",2024-07-20,00:52:15,"""CID4665133""",Uber XL,Panipat,Badarpur,Uber Wallet,0,Low,Rain,App
"""CNR9375758""",2024-04-14,13:39:50,"""CID7485198""",Premier Sedan,Arjangarh,Janakpuri,UPI,13,Medium,Rain,App
"""CNR1093918""",2024-07-23,20:53:45,"""CID6304896""",Uber XL,Kashmere Gate,Maidan Garhi,UPI,20,High,Clear,Web
"""CNR6186104""",2024-09-28,12:03:59,"""CID5860198""",Premier Sedan,Tis Hazari,Rohini East,UPI,12,Medium,Clear,App
"""CNR9916048""",2024-08-15,20:55:51,"""CID2625023""",Premier Sedan,Greater Noida,Jasola,null,20,High,,App
"""CNR8146764""",2024-09-03,08:02:06,"""CID5197686""",Premier Sedan,Indraprastha,Chhatarpur,UPI,8,High,Rain,App
"""CNR8089585""",2024-11-25,21:59:06,"""CID7069482""",Uber XL,IFFCO Chowk,Green Park,null,21,High,,App
"""CNR8878103""",2024-03-27,07:52:10,"""CID6811806""",Uber XL,Tis Hazari,Rajiv Nagar,null,7,Medium,,App
"""CNR4470342""",2024-02-16,11:37:04,"""CID4926173""",Premier Sedan,IGNOU Road,Pitampura,null,11,High,,App
"""CNR5261175""",2024-05-08,11:59:33,"""CID8327486""",Premier Sedan,Faridabad Sector 15,Meerut,null,11,High,,App
"""CNR7207624""",2024-04-05,08:49:08,"""CID1653424""",Premier Sedan,Subhash Nagar,Paschim Vihar,UPI,8,Medium,Rain,App
"""CNR4393976""",2024-03-25,15:06:55,"""CID7666733""",Premier Sedan,Mansarovar Park,Sarojini Nagar,Uber Wallet,15,Low,Rain,App
"""CNR9421427""",2024-12-16,19:37:27,"""CID5023243""",Premier Sedan,Aya Nagar,Noida Sector 18,null,19,High,,Phone
"""CNR5536038""",2024-07-03,17:40:51,"""CID4527436""",Premier Sedan,Ardee City,Delhi Gate,Cash,17,High,Rain,Phone
"""CNR2879377""",2024-11-08,01:29:54,"""CID3116664""",Premier Sedan,Ashram,Kherki Daula Toll,null,1,Low,,App
"""CNR2390897""",2024-05-23,11:22:22,"""CID9381415""",Premier Sedan,Sonipat,Qutub Minar,Cash,11,Medium,Clear,App
"""CNR1198497""",2024-10-08,00:17:42,"""CID9493489""",Premier Sedan,Adarsh Nagar,Preet Vihar,UPI,0,Medium,Clear,App
"""CNR8440336""",2024-07-11,18:36:23,"""CID7844713""",Premier Sedan,Tughlakabad,IGNOU Road,UPI,18,High,Fog,App
"""CNR3228773""",2024-07-08,08:24:14,"""CID6941441""",Premier Sedan,Lok Kalyan Marg,Hero Honda Chowk,UPI,8,High,Clear,Web
"""CNR7191740""",2024-12-14,16:34:18,"""CID9183597""",Premier Sedan,Vaishali,Chanakyapuri,Credit Card,16,High,Rain,Phone
"""CNR9543091""",2024-06-20,16:45:55,"""CID5513512""",Premier Sedan,Vinobapuri,Sarai Kale Khan,null,16,Medium,,Web
"""CNR7908645"" ",2024-08-22,12:50:37,"""CID4122708""",Premier Sedan,Sikanderpur ,Rajouri  Garden,,12,,, App
"""CNR8052816""",2024-05-29,11:03:58,"""CID3675635""",Premier Sedan,Anand Vihar,Ardee City,UPI,11,Medium,Clear,Phone
"""CNR1157699""",2024-08-22,17:18:23,"""CID4391510""",Uber XL,Ghitorni,Delhi Gate,Cash,17,High,Rain,App
"""CNR3645451""",2024-02-27,12:27:18,"""CID6395669""",Premier Sedan,Peeragarhi,Hero Honda Chowk,UPI,12,Medium,Clear,App
"""CNR2568216""",2024-03-03,21:04:37,"""CID5040966""",Premier Sedan,Kirti Nagar,Gurgaon Sector 29,Uber Wallet,21,Medium,Rain,Phone
"""CNR3168109""",2024-08-18,09:18:13,"""CID9731883""",Premier Sedan,Huda City Centre,Greater Noida,null,9,Low,,App
"""CNR5806895""",2024-11-10,09:32:30,"""CID7473340""",Premier Sedan,Faridabad Sector 15,Khandsa,UPI,9,High,Storm,App
"""CNR7169188""",2024-03-13,16:14:44,"""CID2908180""",Premier Sedan,Hauz Khas,Dilshad Garden,UPI,16,Low,Rain,App
"""CNR9679627""",2024-07-23,12:56:49,"""CID2375857""",Uber XL,DLF Phase 3,Tis Hazari,null,12,Low,,App
"""CNR1894182""",2024-06-18,00:55:28,"""CID2645303""",Premier Sedan,Jor Bagh,Tilak Nagar,null,0,Low,,Web
"""CNR3579050""",2024-11-29,19:35:31,"""CID4571819""",Premier Sedan,Indirapuram,Huda City Centre,Cash,19,Low,Rain,Phone
" ""CNR7744482""",03/01/2024,1:59 AM,"""CID7098497""",Uber XL,Greater Kailash,Keshav Puram , null,  ,,NA ,App
"""CNR8115088""",2024-06-15,11:10:22,"""CID3187024""",Premier Sedan,Indraprastha,Netaji Subhash Place,null,11,Medium,,Web
"""CNR9739647""",31-May-2024,05:59,"""CID8749648"" ",Premier Sedan,Jhilmil,Yamuna Bank,,5,High,Clear,App
"""CNR2062740""",2024-06-05,15:51:40,"""CID7775787""",Uber XL,Gwal Pahari,Karol Bagh,null,15,Medium,,App
"""CNR9484822""",2024-10-26,08:59:08,"""CID6593623""",Premier Sedan,Golf Course Road,Karkarduma,UPI,8,Medium,Clear,App
"""CNR4119653""",2024-03-02,09:46:28,"""CID5178399""",Premier Sedan,Ghitorni Village,Paharganj,UPI,9,High,Rain,Phone
"""CNR5203422""",2024-12-15,10:50:07,"""CID7649582""",Premier Sedan,Basai Dhankot,Panchsheel Park,Cash,10,Medium,Clear,App
"""CNR8836325""",2024-08-08,19:45:31,"""CID9899608""",Premier Sedan,Nirman Vihar,South Extension,Cash,19,Medium,Clear,App
"""CNR3321185""",2024-03-22,10:27:33,"""CID6027264""",Premier Sedan,Jor Bagh,Civil Lines Gurgaon,UPI,10,High,Fog,App
"""CNR3981936""",2024-06-30,13:18:00,"""CID8533693""",Premier Sedan,Udyog Bhawan,Lajpat Nagar,null,13,Medium,,App
"""CNR3901813""",2024-04-01,17:25:05,"""CID2627299""",Premier Sedan,Panipat,Old Gurgaon,null,17,Medium,,App
"""CNR7956192""",2024-11-18,16:22:21,"""CID1516959""",Premier Sedan,Maidan Garhi,Ardee City,Cash,16,High,Clear,App
"""CNR8846140""",19-Apr-2024,9:38 PM,"""CID3932555"" ",Uber  XL, Kashmere Gate, Shahdara,,N/A,Low ,Clear,Web 
"""CNR4511531""",2024-12-19,22:19:36,"""CID8695428""",Premier Sedan,Akshardham,Pitampura,Uber Wallet,22,Low,Rain,App
"""CNR3803207""",2024-12-09,08:15:48,"""CID4675919""",Premier Sedan,Saket,Jhilmil,Credit Card,8,High,Rain,App
"""CNR6531067"" ",13-Feb-2024,8:56 PM,"""CID8316286""",Premier Sedan,Gurgaon Sector 56,Cyber Hub ,NA ,8,Low ,NA , App
"""CNR6864637""",2024-04-07,18:41:36,"""CID3339305""",Premier Sedan,Barakhamba Road,Kashmere Gate,null,18,Medium,,App
"""CNR4872291""",2024-11-14,05:55:21,"""CID6046994""",Premier Sedan,New Delhi Railway Station,Sikanderpur,null,5,High,,Web
"""CNR1416702""",2024-10-12,20:21:33,"""CID4361246""",Premier Sedan,Indraprastha,IGNOU Road,UPI,20,High,Clear,App
"""CNR7710041""",2024-12-20,20:10:21,"""CID2044236""",Premier Sedan,DLF City Court,Botanical Garden,Cash,20,Low,Clear,App
"""CNR3444936""",2024-09-07,18:25:39,"""CID8283312""",Premier Sedan,Anand Vihar ISBT,Bhiwadi,UPI,18,Low,Rain,Web
"""CNR6632121""",2024-04-06,19:42:50,"""CID3337404""",Premier Sedan,Lal Quila,Tughlakabad,UPI,19,High,Rain,App
"""CNR5864194""",2024-11-29,16:50:07,"""CID1982059""",Uber XL,Arjangarh,Chanakyapuri,null,16,Medium,,App
"""CNR8240390""",2024-04-14,06:23:07,"""CID9811915""",Premier Sedan,Rohini East,Shahdara,Uber Wallet,6,Low,Clear,App
"""CNR9664425""",2024-07-24,17:44:03,"""CID4241592""",Premier Sedan,Pitampura,Azadpur ,,17, Medium,NA , App
"""CNR6308971""",2024-07-09,14:51:03,"""CID2000169""",Premier Sedan,Vasant Kunj,MG Road,Cash,14,Medium,Rain,App
"""CNR1738905""",2024-05-25,07:04:35,"""CID9462661""",Premier Sedan,Bhikaji Cama Place,Pulbangash,null,7,Low,,Web
"""CNR7004253""",2024-10-09,08:47:36,"""CID8097684""",Premier Sedan,Samaypur Badli,Gwal Pahari,null,8,High,,App
"""CNR8988296""",10-Feb-2024,7:03 PM,"""CID5309431""",Premier Sedan,Kirti  Nagar,Bhikaji Cama Place,,19 ,High , Clear,Phone
"""CNR4181074""",2024-04-13,11:26:01,"""CID9156035""",Premier Sedan,Kalkaji,Khandsa,UPI,11,Medium,Clear,App
"""CNR1744443""",2024-01-03,11:50:08,"""CID4490183""",Premier Sedan,Shivaji Park,DLF City Court,UPI,11,Medium,Storm,App
"""CNR6142343""",2024-11-22,09:59:00,"""CID9355770""", Premier Sedan, Botanical Garden,Gurgaon Sector 56 ,null,9, NA,NA ,App
"""CNR8094333""",2024-11-20,17:16:08,"""CID2674833""",Premier Sedan,GTB Nagar,Arjangarh,Debit Card,17,Medium,Rain,Phone
"""CNR1827554""",2024-07-20,13:48:31,"""CID4313217""",Premier Sedan,Khan Market,Vidhan Sabha,Cash,13,Low,Rain,Web
"""CNR2021852""",2024-10-10,09:08:39,"""CID6415699""",Premier Sedan,Mansarovar Park,Inderlok,Cash,9,High,Rain,App
"""CNR1850849""",2024-07-22,22:46:28,"""CID5745240""",Premier Sedan,Sonipat,Laxmi Nagar,Uber Wallet,22,Medium,Storm,App
"""CNR2329607""",2024-04-16,15:17:49,"""CID2168277""",Premier Sedan,Panchsheel Park,Palam Vihar,UPI,15,Medium,Clear,Phone
"""CNR5877373""",09/12/2024,10:42,"""CID1676776""",Premier  Sedan,Raj Nagar Extension, Madipur,Debit Card,10,,Clear ,App
"""CNR3020621""",2024-11-01,17:44:07,"""CID7023381""",Premier Sedan,Model Town,Udyog Vihar,Credit Card,17,Low,Clear,App
"""CNR9582196""",2024-01-25,11:14:28,"""CID6920893""",Premier Sedan,Ghitorni,Munirka,UPI,11,High,Fog,App
"""CNR8981765""",2024-11-15,08:04:25,"""CID5368054""",Premier Sedan ,Rajouri Garden,DLF Phase 3,null ,8,NA ,, App
"""CNR6476352""",2024-05-21,16:19:32,"""CID4926015""",Premier Sedan,Shivaji Park,Karkarduma,null,16,Medium,,Web
"""CNR9303263""",2024-11-04,20:20:40,"""CID6157624""",Premier Sedan,Kanhaiya Nagar,Gurgaon Sector 56,UPI,20,High,Clear,App
"""CNR9927778""",2024-07-22,22:00:49,"""CID2393539""",Premier Sedan,Rajouri Garden,Rajiv Chowk,Uber Wallet,22,Low,Clear,Phone
"""CNR1895536""",2024-07-10,11:10:07,"""CID3231258""",Premier Sedan,Botanical  Garden,Tis Hazari,,11,High,,App
"""CNR8948099""",2024-07-29,16:07:34,"""CID6908256""",Premier Sedan,Palam Vihar,Vatika Chowk,Cash,16,Low,Clear,App
"""CNR4248694""",2024-11-27,06:43:04,"""CID7816440""",Uber XL,Uttam Nagar,Udyog Vihar,Cash,6,Medium,Rain,App
"""CNR1419359""",2024-02-23,22:52:36,"""CID7637751""",Uber XL,Chanakyapuri,Bahadurgarh,null,22,Low,,Web
"""CNR6854494""",2024-03-08,10:17:30,"""CID4251998""",Premier Sedan,Gurgaon Railway Station,Pulbangash,null,10,High,,App
"""CNR8051077""",2024-09-21,20:42:20,"""CID3188522""",Premier Sedan,Panipat,Rohini West,null,20,High,,App
"""CNR4592640""",2024-09-22,11:28:57,"""CID1357999""",Premier Sedan,Shastri Nagar,Ghitorni,Credit Card,11,Low,Rain,Phone
"""CNR4814941"" ",2024-03-10,23:17:02,"""CID7045442""",Premier Sedan,Sushant Lok,Shahdara,Credit Card,23,Medium,Storm, Web
"""CNR5613959""",2024-05-24,14:36:57,"""CID8589550""",Premier Sedan,IGI Airport,Keshav Puram,UPI,14,Low,Rain,App
"""CNR6932773""",2024-09-19,13:57:27,"""CID6595809""",Premier Sedan,Dwarka Mor,Central Secretariat,UPI,13,High,Clear,App
"""CNR6041646""",2024-06-12,18:58:06,"""CID1234544""",Premier Sedan,DLF Phase 3,Sushant Lok,UPI,18,High,Clear,App
"""CNR2316893""",2024-03-25,12:36:14,"""CID3095132""",Uber XL,Ashok Vihar,Sarojini Nagar,UPI,12,High,Clear,Web
"""CNR4079790""",2024-01-12,22:22:45,"""CID3300317""",Premier Sedan,Mundka,Jahangirpuri,UPI,22,Low,Rain,App
"""CNR3977259""",2024-06-11,11:57:08,"""CID6827345""",Uber XL,Sohna Road,Mayur Vihar,Cash,11,Low,Clear,App
"""CNR6742075""",2024-07-16,18:46:15,"""CID4730965""",Uber XL,Anand Vihar,Sikanderpur,UPI,18,High,Rain,Web
"""CNR8137563""",2024-06-29,07:57:47,"""CID5229862""",Premier Sedan,Kherki Daula Toll,Khan Market,UPI,7,Low,Rain,Web
"""CNR4864529""",08/17/2024,6:15 AM,"""CID9221704""",Premier  Sedan,Tughlakabad,Bhiwadi ,NA ,18,NA ,Fog ,App
"""CNR5726454""",2024-04-13,08:08:31,"""CID8188090""",Uber XL,Lal Quila,Ashok Vihar,null,8,Medium,,Web
"""CNR2564756""",2024-08-15,16:42:20,"""CID1734334""",Premier Sedan,Old Gurgaon,Nawada,Cash,16,Medium,Clear,App
"""CNR9973101"" ",07/09/2024,4:18 PM,"""CID5920978""",Premier  Sedan,India Gate, Rithala,null,16,NA ,,Phone
"""CNR8583621""",2024-04-02,10:48:35,"""CID8107315""",Premier Sedan,Rohini,Dwarka Mor,null,10,Medium,,Web
"""CNR4102822""",2024-12-14,16:50:33,"""CID9911495""",Uber XL,Kalkaji,Chandni Chowk,UPI,16,Medium,Clear,App
"""CNR8108035""",2024-07-05,18:56:03,"""CID5672045""",Premier Sedan,Shahdara,Vaishali,null,18,Medium,,App
"""CNR4540516""",2024-11-17,12:45:34,"""CID2940507""",Uber XL,Chanakyapuri,Moolchand,Uber Wallet,12,Low,Clear,App
"""CNR6313878""",2024-09-02,11:01:51,"""CID9345743""",Premier Sedan,Karol Bagh,Bhiwadi,Credit Card,11,High,Fog,App
"""CNR1042407""",2024-06-21,14:11:56,"""CID2506098""",Premier Sedan,Peeragarhi,DLF City Court,Cash,14,Medium,Clear,App
"""CNR3614838""",2024-08-22,16:42:46,"""CID6239634"" ",Premier Sedan,Jor  Bagh,Sushant Lok,,16,Low,Clear,Web
"""CNR3432603""",2024-06-24,20:12:42,"""CID8982182""",Premier Sedan,Shivaji Park,GTB Nagar,UPI,20,High,Clear,App
"""CNR4594713""",2024-04-15,11:52:25,"""CID7380289""",Uber XL,Botanical Garden,Nirman Vihar,UPI,11,Medium,Rain,Web
"""CNR4208833"" ",2024-03-16,02:25:02,"""CID1363033"" ",Premier Sedan,Satguru Ram Singh Marg ,Udyog Vihar,null,2, Low, NA,App
"""CNR7728074""",2024-02-04,22:46:33,"""CID2938129""",Uber XL,Kashmere Gate ISBT,Sushant Lok,UPI,22,Low,Clear,App
"""CNR9384201""",2024-11-30,19:01:50,"""CID5092152""",Premier Sedan,Munirka,Noida Sector 18,Cash,19,Low,Rain,App
"""CNR8643931""",2024-10-03,07:50:50,"""CID7006181""",Premier Sedan,Yamuna Bank,Jhilmil,Uber Wallet,7,High,Rain,App
"""CNR9032103""",2024-07-30,21:31:32,"""CID5494650""",Premier Sedan,IGI Airport,Kalkaji,UPI,21,Low,Clear,App
"""CNR1317722""",2024-03-13,18:38:02,"""CID9933581""",Premier Sedan,Karol Bagh,Jor Bagh,Credit Card,18,Medium,Storm,App
"""CNR7369125""",2024-09-06,07:12:42,"""CID4191673""",Premier Sedan,Noida Sector 62,Noida Film City,null,7,Medium,,Web
"""CNR2280092""",2024-03-27,06:50:46,"""CID7511211""",Premier Sedan,Shastri Park,Moolchand,null,6,Medium,,App
"""CNR4962166""",2024-09-07,16:58:01,"""CID2553348""",Premier Sedan,Lajpat Nagar,Malviya Nagar,Cash,16,Medium,Rain,App
"""CNR5084364""",2024-09-06,08:43:58,"""CID3713940""",Premier Sedan,Manesar,Huda City Centre,null,8,High,,Phone
"""CNR5194875""",2024-12-24,08:04:46,"""CID6813473"" ",Premier Sedan ,Panchsheel Park, Model Town,,8,,Fog,App
"""CNR7727976""",2024-02-23,13:52:21,"""CID6283003""",Uber XL,Gurgaon Railway Station,Jasola,UPI,13,High,Clear,App
"""CNR7401629""",2024-09-21,12:05:03,"""CID9992108""",Premier Sedan,Connaught Place,Ashok Park Main,Cash,12,Medium,Fog,Phone
"""CNR5222448""",2024-03-27,18:31:04,"""CID6461108""",Premier Sedan,Shivaji Park,Patel Chowk,null,18,High,,App
"""CNR3042832""",2024-06-18,18:15:56,"""CID4285435""",Uber XL,Sohna Road,Pitampura,Uber Wallet,18,High,Clear,App
"""CNR8363759""",2024-07-06,12:32:49,"""CID1477534""",Premier Sedan,Sushant Lok,Samaypur  Badli,,12,,Clear ,App 
"""CNR3358570""",2024-06-23,10:03:58,"""CID8617539""",Premier Sedan,IGI Airport,Nehru Place,UPI,10,Low,Clear,Web
"""CNR7662083""",2024-09-22,18:24:24,"""CID6812607""",Premier Sedan,Jasola,Moolchand,UPI,18,High,Clear,Web
"""CNR2809986""",18-Nov-2024,12:37,"""CID9567050""",Premier Sedan,Kaushambi,Kalkaji ,UPI ,12,Low,Clear,App
"""CNR4512235""",2024-06-04,09:50:45,"""CID4721596""",Premier Sedan,Sadar Bazar Gurgaon,Mandi House,UPI,9,Medium,Clear,App
"""CNR1633554""",2024-05-09,13:12:04,"""CID3424171"" ", Premier Sedan,Kadarpur, Chhatarpur, null,13,NA ,NA ,App 
"""CNR1633495""",2024-01-10,14:48:13,"""CID3674724""",Premier Sedan,Basai Dhankot,Seelampur,UPI,14,Medium,Clear,Web
"""CNR1841553""",2024-02-06,20:47:47,"""CID1626763""",Premier Sedan,Subhash Chowk,Kashmere Gate ISBT,UPI,20,High,Clear,App
"""CNR3692686""",2024-07-20,12:54:49,"""CID1320096""",Uber XL,Civil Lines Gurgaon,IFFCO Chowk,Cash,12,Medium,Fog,App
"""CNR7708015""",2024-02-01,06:25:17,"""CID3055323""",Uber XL,Meerut,New Colony,null,6,Low,,App
"""CNR2703283""",2024-04-10,10:45:29,"""CID5821822""",Uber XL,Civil Lines Gurgaon,Rajiv Nagar,null,10,Medium,,App
"""CNR6721745""",2024-09-27,12:14:10,"""CID7384969""",Premier Sedan,GTB Nagar,Tis Hazari,null,12,Medium,,Web
"""CNR2502989""",2024-03-30,21:33:48,"""CID3708612""",Premier Sedan,Udyog Vihar Phase 4,IMT Manesar,Debit Card,21,Medium,Rain,App
"""CNR6183182""",2024-03-30,19:56:57,"""CID3186347""",Uber XL,Indirapuram,Jor Bagh,null,19,Low,,Phone
"""CNR4578447""",2024-07-17,08:35:00,"""CID6164250""",Premier Sedan,Jahangirpuri,Faridabad Sector 15,Credit Card,8,Low,Clear,App
"""CNR7554478""",2024-01-16,17:15:00,"""CID9601744""",Uber XL,Lajpat Nagar,Jor Bagh,null,17,High,,App
"""CNR1940350""",2024-10-04,10:11:55,"""CID6387031""",Premier Sedan,Tis Hazari,Inderlok,null,10,High,,App
"""CNR3128130""",2024-07-31,00:35:14,"""CID4893381""",Uber XL,Nehru Place,Subhash Nagar,null,0,Medium,,App
"""CNR9584002""",2024-07-07,03:47:00,"""CID6237862"" ",Premier Sedan,South Extension ,Chhatarpur,Credit Card ,3,, Fog, App
"""CNR2985963""",2024-12-27,07:02:01,"""CID2487141""",Uber XL,Satguru Ram Singh Marg,Gurgaon Railway Station,null,7,High,,App
"""CNR5747692""",2024-02-06,18:01:42,"""CID3369417""",Premier Sedan,Vishwavidyalaya,Jama Masjid,Credit Card,18,High,Clear,App
"""CNR8590655""",2024-07-24,21:20:31,"""CID4483622""",Premier Sedan,Kaushambi,Ghitorni,UPI,21,Medium,Clear,App
"""CNR2668324""",2024-07-20,19:17:10,"""CID8324052""",Premier Sedan,Vatika Chowk,Greater Kailash,null,19,High,,Web
"""CNR9181222""",2024-04-13,17:33:25,"""CID6599010""",Premier Sedan,Basai Dhankot,New Delhi Railway Station,Debit Card,17,High,Clear,App
"""CNR2553509""",2024-12-14,16:20:32,"""CID3771137""",Premier Sedan,Sohna Road,Noida Extension,Credit Card,16,Low,Rain,Phone
"""CNR6030582""",2024-10-15,08:28:31,"""CID2657892""",Uber XL,Patel Chowk,Shivaji Park,Debit Card,8,High,Storm,App
"""CNR3110631""",2024-02-26,15:26:25,"""CID2607969""",Uber XL,Model Town,Madipur,UPI,15,Medium,Rain,App
"""CNR2288842""",2024-04-02,11:26:56,"""CID6170801""",Premier Sedan,Sarai Kale Khan,Malviya Nagar,null,11,Low,,App
"""CNR6752806""",2024-12-19,15:40:50,"""CID4233252""",Premier Sedan,Rajiv Nagar,Patel Chowk,null,15,Medium,,App
"""CNR7177447""",2024-07-12,21:41:29,"""CID3683534""",Premier Sedan,Kanhaiya Nagar,IGI Airport,null,21,Low,,App
"""CNR8942735""",2024-04-03,16:34:25,"""CID3496930""",Premier Sedan,Rithala,Vatika Chowk,UPI,16,High,Clear,App
"""CNR3705029""",2024-03-14,16:00:12,"""CID8500340""",Premier Sedan,Sikanderpur,IIT Delhi,UPI,16,Low,Clear,App
"""CNR3806415""",2024-02-08,22:34:45,"""CID5717498""",Premier Sedan,Akshardham,Moolchand,UPI,22,Low,Clear,App
"""CNR9541740""",2024-10-07,04:17:03,"""CID2119702""",Premier Sedan,Khandsa,Ashok Vihar,null,4,Low,,Phone
"""CNR7628754""",2024-05-16,18:27:36,"""CID9174590""",Premier Sedan,Sushant Lok,Karol Bagh,Uber Wallet,18,High,Rain,App
"""CNR7908610""",2024-03-26,15:54:11,"""CID7755899""",Uber XL,Satguru Ram Singh Marg,Bahadurgarh,Cash,15,High,Clear,Web
"""CNR3401595""",2024-10-04,16:25:38,"""CID9396549""",Premier Sedan,Rithala,Sushant Lok,Uber Wallet,16,Low,Clear,App
"""CNR5931498""",2024-09-30,02:15:00,"""CID5289415""",Premier Sedan,Laxmi Nagar,Malviya Nagar,null,2,Medium,,App
"""CNR6142683""",2024-05-24,20:43:43,"""CID5906965""",Uber XL,Mansarovar Park,Janakpuri,null,20,High,,Phone
"""CNR9803421""",2024-10-05,19:46:45,"""CID9934824""",Premier Sedan,Vinobapuri,RK Puram,Uber Wallet,19,High,Clear,App
"""CNR6562118""",2024-01-09,10:28:45,"""CID2482413""",Premier Sedan,Delhi Gate,New Delhi Railway Station,Uber Wallet,10,Low,Rain,Phone
"""CNR5021276""",2024-05-22,19:23:09,"""CID3317831""",Premier Sedan,Rajouri Garden,Cyber Hub,UPI,19,High,Clear,App
"""CNR3010814"" ",23-Sep-2024,21:40,"""CID9574443"" ",Premier Sedan,Nehru Place , Arjangarh,UPI,21,Medium ,Fog,App
"""CNR7485216""",2024-10-09,20:43:14,"""CID4807544""",Premier Sedan,Cyber Hub,Adarsh Nagar,UPI,20,Low,Clear,Web
"""CNR6553745""",2024-10-20,15:32:47,"""CID6609697""",Premier Sedan,Vidhan Sabha,Pitampura,UPI,15,Medium,Rain,App
