Booking ID,Booking Status,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
"""CNR1416702""",Completed,11.5,24.2,null,null,null,null,null,null,677,18.85,4.0,4.6
"""CNR7710041""",Completed,12.7,24.0,null,null,null,null,null,null,292,12.85,4.2,4.0
"""CNR3444936""",Completed,3.0,43.7,null,null,null,null,null,null,263,8.7,4.4,3.9
"""CNR6632121""",Completed,2.3,15.6,null,null,null,null,null,null,388,41.4,4.2,3.6
"""CNR5864194""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR8240390""",Completed,2.4,43.0,null,null,null,null,null,null,758,15.81,3.7,4.5
"""CNR9664425"" ",Cancelled by Driver,20,null ,null ,null,-1,Customer related issue,null ,null,-1,0,null ,null 
"""CNR6308971""",Completed,9.3,36.7,null,null,null,null,null,null,309,33.14,4.7,4.0
"""CNR1738905""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR7004253""",Cancelled by Driver,9.6,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR8988296""",Completed,9.9,34.1,null,null,-1,null,null,null,-511,-23.52,3.1,3.8
"""CNR4181074""",Incomplete,3.9,26.4,null,null,null,null,1,Customer Demand,201,6.79,null,null
"""CNR1744443""",Completed,13.5,24.8,null,null,null,null,null,null,525,19.21,4.2,4.2
"""CNR6142343""",Completed,-1,null,1, null, null,null,null,null,null ,null,null ,null
"""CNR8094333""",Completed,2.9,16.8,null,null,null,null,null,null,522,29.42,4.2,4.3
"""CNR1827554""",Completed,13.3,41.7,null,null,null,null,null,null,666,29.21,4.9,4.6
"""CNR2021852""",Completed,9.1,17.9,null,null,null,null,null,null,400,31.76,4.6,4.3
"""CNR1850849""",Completed,14.1,31.0,null,null,null,null,null,null,615,29.51,4.1,4.5
"""CNR2329607""",Completed,10.4,19.1,null,null,null,null,null,null,184,6.66,4.1,4.5
"""CNR5877373""",Completed,2.7,22.7, null,null, null,,null,null,0.34,12.25, 3.6,4.2
"""CNR3020621""",Completed,6.4,22.1,null,null,null,null,null,null,637,16.93,4.2,4.3
"""CNR9582196""",Completed,4.2,30.0,null,null,null,null,null,null,443,10.02,3.8,4.0
"""CNR8981765""",No Driver Found,-1,null,null ,null,null,null,null,null ,-1,-1,-1,-1
"""CNR6476352""",Cancelled by Customer,7.1,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR9303263""",Completed,13.6,41.0,null,null,null,null,null,null,292,34.24,4.9,3.9
"""CNR9927778""",Completed,11.8,30.3,null,null,null,null,null,null,185,27.41,4.5,4.6
"""CNR1895536""",Cancelled by Driver,10.6,null,null,null ,1, The customer was coughing/sick,null,null,NaN,null, null,null
"""CNR8948099""",Completed,13.1,24.0,null,null,null,null,null,null,996,11.96,4.7,4.7
"""CNR4248694""",Completed,8.6,34.2,null,null,null,null,null,null,475,15.8,4.2,4.6
"""CNR1419359""",Cancelled by Customer,12.9,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null
"""CNR6854494""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR8051077""",Cancelled by Driver,11.7,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR4592640""",Completed,5.3,39.3,null,null,null,null,null,null,268,13.74,4.0,4.1
"""CNR4814941""", Completed,3.7 ,25.3 , null,null, null,NA , null,null,195 ,101.17,4.5,4.1
"""CNR5613959""",Completed,12.1,38.0,null,null,null,null,null,null,1601,10.27,4.6,4.5
"""CNR6932773""",Completed,8.5,18.6,null,null,null,null,null,null,258,39.62,4.7,4.5
"""CNR6041646""",Completed,2.4,15.1,null,null,null,null,null,null,198,46.26,4.5,4.9
"""CNR2316893""",Incomplete,2.9,20.9,null,null,null,null,1,Customer Demand,313,1.64,null,null
"""CNR4079790""",Completed,11.1,36.9,null,null,null,null,null,null,190,36.09,4.2,4.6
"""CNR3977259""",Completed,9.3,16.0,null,null,null,null,null,null,869,22.51,4.4,3.9
"""CNR6742075""",Completed,14.4,42.4,null,null,null,null,null,null,215,38.62,3.7,4.6
"""CNR8137563""",Incomplete,8.4,17.6,null,null,null,null,1,Vehicle Breakdown,733,12.53,null,null
"""CNR4864529""",Completed,3.4,29.8,null,null,null,null,null,null,NaN,16.06 ,5.0,4.6 
"""CNR5726454""",Cancelled by Driver,10.0,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR2564756""",Completed,3.8,41.5,null,null,null,null,null,null,98,40.18,3.6,4.1
"""CNR9973101""",Cancelled by Driver,20, null,null,null ,-1,,null,null ,null,0, null,null
"""CNR8583621""",Cancelled by Driver,10.0,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR4102822""",Completed,8.8,38.9,null,null,null,null,null,null,176,34.28,4.3,4.4
"""CNR8108035""",Cancelled by Customer,9.2,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR4540516""",Completed,13.6,37.7,null,null,null,null,null,null,433,2.05,4.2,4.8
"""CNR6313878""",Completed,8.7,28.6,null,null,null,null,null,null,452,28.65,3.8,4.2
"""CNR1042407""",Completed,2.2,30.3,null,null,null,null,null,null,627,4.51,4.5,4.9
"""CNR3614838""",Completed,20, 20.3,1,null ,null,NA ,null, null,549,0,4.1, 4.2
"""CNR3432603""",Completed,6.0,26.6,null,null,null,null,null,null,737,45.76,4.7,4.0
"""CNR4594713""",Completed,12.8,20.5,null,null,null,null,null,null,864,41.52,4.2,4.6
"""CNR4208833""",Cancelled by Driver,-4.5,-1,-1,null,-1,NA ,null,null,-1,-1, null,-1
"""CNR7728074""",Completed,6.1,18.4,null,null,null,null,null,null,237,45.79,4.0,5.0
"""CNR9384201""",Completed,8.7,41.7,null,null,null,null,null,null,521,35.0,4.2,4.5
"""CNR8643931""",Completed,9.9,35.9,null,null,null,null,null,null,451,5.72,3.2,4.6
"""CNR9032103""",Completed,13.2,16.4,null,null,null,null,null,null,176,38.54,4.4,4.7
"""CNR1317722""",Completed,5.9,21.7,null,null,null,null,null,null,145,13.19,4.4,4.1
"""CNR7369125""",Cancelled by Driver,10.6,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR2280092""",Cancelled by Driver,4.1,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR4962166""",Completed,7.4,35.5,null,null,null,null,null,null,1090,26.24,4.2,4.9
"""CNR5084364""",Cancelled by Driver,9.7,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR5194875""",Completed,-10.4,-17.2,null,null,-1,null ,null , null,NaN,104.17,4.3 ,4.3
"""CNR7727976""",Completed,6.7,20.6,null,null,null,null,null,null,102,11.42,4.5,5.0
"""CNR7401629""",Completed,7.5,16.4,null,null,null,null,null,null,583,36.06,3.7,4.2
"""CNR5222448""",Cancelled by Driver,11.7,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR3042832""",Completed,7.2,32.5,null,null,null,null,null,null,769,38.63,4.2,3.1
"""CNR8363759""",Incomplete,4.1 ,11.1,null,null,null ,null,-1,Customer Demand,956 ,16.8,null,null
"""CNR3358570""",Completed,9.1,25.9,null,null,null,null,null,null,630,14.91,3.2,4.5
"""CNR7662083""",Completed,5.9,42.8,null,null,null,null,null,null,874,33.95,4.0,4.9
"""CNR2809986""",Incomplete,20,24.5,null,null, null,, 1,Other Issue,722,0,null,null
"""CNR4512235""",Completed,7.2,16.9,null,null,null,null,null,null,171,6.01,4.2,4.3
"""CNR1633554""",No Driver Found,,null,-1,null,null,,null,null,null,0, null,-1
"""CNR1633495""",Completed,4.5,32.8,null,null,null,null,null,null,347,6.31,4.6,4.9
"""CNR1841553""",Incomplete,7.3,25.7,null,null,null,null,1,Other Issue,1558,10.87,null,null
"""CNR3692686""",Completed,13.6,44.3,null,null,null,null,null,null,1277,49.74,3.6,4.6
"""CNR7708015""",Cancelled by Customer,6.1,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR2703283""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR6721745""",Cancelled by Driver,11.4,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR2502989""",Completed,9.5,15.3,null,null,null,null,null,null,1044,6.09,4.3,4.3
"""CNR6183182""",Cancelled by Driver,7.6,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR4578447""",Completed,8.8,35.3,null,null,null,null,null,null,299,11.62,3.8,4.3
"""CNR7554478""",Cancelled by Driver,3.8,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR1940350""",Cancelled by Driver,3.1,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR3128130""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
" ""CNR9584002""",Completed,7.2,-30.9,-1,null,-1,NA ,null,null ,-262,38.69,-4.4,4.6
"""CNR2985963""",Cancelled by Driver,3.7,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR5747692""",Completed,10.5,34.6,null,null,null,null,null,null,312,13.84,4.5,4.2
"""CNR8590655""",Completed,11.2,15.4,null,null,null,null,null,null,423,5.94,3.8,4.9
"""CNR2668324""",Cancelled by Driver,5.6,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR9181222""",Incomplete,2.5,18.3,null,null,null,null,1,Customer Demand,432,9.66,null,null
"""CNR2553509""",Completed,2.2,28.2,null,null,null,null,null,null,1419,38.81,4.3,3.2
"""CNR6030582""",Completed,14.5,38.5,null,null,null,null,null,null,498,26.7,4.2,3.8
"""CNR3110631""",Completed,6.8,36.1,null,null,null,null,null,null,237,43.47,4.9,4.6
"""CNR2288842""",Cancelled by Driver,11.0,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR6752806""",Cancelled by Driver,9.2,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR7177447""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR8942735""",Completed,4.7,40.4,null,null,null,null,null,null,451,5.19,4.2,4.3
"""CNR3705029""",Completed,2.0,39.8,null,null,null,null,null,null,105,25.76,4.3,4.7
"""CNR3806415""",Completed,2.2,20.6,null,null,null,null,null,null,189,9.3,4.9,4.3
"""CNR9541740""",Cancelled by Driver,5.6,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR7628754""",Completed,13.7,33.9,null,null,null,null,null,null,145,4.78,4.1,4.5
"""CNR7908610""",Completed,9.0,22.7,null,null,null,null,null,null,707,34.64,3.8,4.8
"""CNR3401595""",Incomplete,2.6,29.0,null,null,null,null,1,Customer Demand,58,2.68,null,null
"""CNR5931498""",Cancelled by Driver,10.7,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR6142683""",Cancelled by Driver,10.7,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR9803421""",Completed,14.2,21.5,null,null,null,null,null,null,414,25.75,4.2,4.7
"""CNR6562118""",Completed,6.5,34.5,null,null,null,null,null,null,1860,2.82,3.4,4.5
"""CNR5021276""",Completed,5.5,30.3,null,null,null,null,null,null,164,32.98,4.0,4.5
"""CNR3010814""",Completed,7.4,27.1,1,null,null,NA ,null,null,854, 15.98,3.8 ,4.9
"""CNR7485216""",Completed,14.8,23.1,null,null,null,null,null,null,180,45.47,4.3,4.6
"""CNR6553745""",Incomplete,3.0,29.2,null,null,null,null,1,Other Issue,3246,17.74,null,null
"""CNR2825412""",Completed,6.1,37.7,null,null,null,null,null,null,455,19.54,4.2,4.6
"""CNR4926336""",Cancelled by Customer,17.4,null,1,AC is not working,null,null,null,null,null,null,null,null
"""CNR3763667""",Completed,7.3,42.8,null,null,null,null,null,null,342,41.04,4.2,4.6
"""CNR8723096""",Cancelled by Driver,8.2,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR6357251""",Completed,5.2,20.7,null,null,null,null,null,null,411,14.17,4.9,4.3
"""CNR5565530""",Cancelled by Customer,10.6,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null
"""CNR5823810""",Cancelled by Driver,8.0,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR1527136""",Completed,7.8,19.4,null,null,null,null,null,null,392,27.13,4.3,4.2
"""CNR7147386"" ",Cancelled by Customer,14.1,null,-1,Driver asked to cancel ,-1,null,null,null,null ,null,null,-1
"""CNR5830194""",Completed,11.4,27.6,null,null,null,null,null,null,186,7.4,4.3,3.2
"""CNR5570291""",Cancelled by Customer,20, null,1,Wrong Address,null,null ,null ,null,NaN,0,null,null 
"""CNR8143673""",Cancelled by Driver,5.8,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR4835668""",Completed,4.4,22.3,null,null,null,null,null,null,683,38.66,4.7,5.0
"""CNR2624255""",Completed,5.4,28.9,null,null,null,null,null,null,73,28.4,4.3,4.2
"""CNR7383550""",Completed,14.6,28.7,null,null,null,null,null,null,68,36.32,4.2,4.1
"""CNR9054096""",Completed,7.3,16.7,null,null,null,null,null,null,1256,28.26,4.2,5.0
"""CNR2164308""",Completed,12.5,19.7,null,null,null,null,null,null,353,7.0,4.6,4.3
"""CNR8432850""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR6917651""",Completed,11.7,44.1,null,null,null,null,null,null,580,26.11,3.8,4.6
"""CNR1808462""",Cancelled by Customer,12.9,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null
"""CNR7686156""",Cancelled by Driver,4.8,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR8316735""",Completed,7.9,44.6,null,null,null,null,null,null,856,10.89,3.3,4.5
"""CNR2505933""",Incomplete,9.7,28.3,null,null,null,null,1,Customer Demand,94,9.78,null,null
"""CNR2030827""",Cancelled by Driver,4.1,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR6168931""",Completed,13.5,22.1,null,null,null,null,null,null,619,44.55,4.7,4.6
"""CNR4949067""",Completed,9.0,40.4,null,null,null,null,null,null,183,44.55,4.2,4.8
"""CNR3330327""",Completed,4.4,20.8,null,null,null,null,null,null,801,32.83,4.2,4.9
" ""CNR4714901""",Completed ,12.1,35.0 ,null,null,null,,null , null,903 ,27.96,4.1 ,4.4
"""CNR6852711""",Completed,13.6,39.7,null,null,null,null,null,null,840,17.89,4.3,4.5
"""CNR4527150""",Completed,12.9,37.1,null,null,null,null,null,null,244,11.38,4.1,4.4
"""CNR2098843""",Completed,11.0,29.0,null,null,null,null,null,null,690,29.83,4.8,4.0
"""CNR5019844"" ",Completed,6.6 ,-31.2,-1,null,-1,,-1,null ,NaN,-40.89,4.2,-4.5
"""CNR5408741""",Completed,6.7,29.7,null,null,null,null,null,null,288,14.83,3.7,4.9
"""CNR3204328""",Completed,2.1,31.8,null,null,null,null,null,null,571,32.69,3.8,4.5
"""CNR7021786""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR1425636""",Cancelled by Driver,8.3,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR3510366""",Cancelled by Driver,4.5,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR5065422""",Cancelled by Driver,10.0,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR9414367""",Completed,2.3,26.7,null,null,null,null,null,null,276,46.21,4.2,4.7
" ""CNR5014697""",Completed,-3.6,-40.6,null,null,null,NA ,-1,null,176,17.92,4.7,4.9
" ""CNR8409409""",Completed,-8.8,null,1,null,-1,Personal & Car related issues ,null,null,null ,null,null,-1
"""CNR4581116""",Completed,14.2,40.0,null,null,null,null,null,null,368,26.25,4.2,4.9
"""CNR4532949""",Cancelled by Driver,4.7,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR7700450""",Completed,14.7,35.7,null,null,null,null,null,null,1143,21.95,4.7,4.2
"""CNR6486823""",Completed,7.8,37.0,null,null,null,null,null,null,391,44.24,4.2,3.7
"""CNR4025655""",Completed,20,null,1,null,-1,Personal & Car related issues,-1,null ,-1,0,null ,-1
"""CNR2042584""", Incomplete,5.0 ,25.6,null,null,null,NA ,1,Other Issue,92,2.83, null,null
"""CNR3331442""",Completed,7.6 ,30.6 ,null,null ,null,, null, null,349,48.9,4.2,5.0
"""CNR5649885""",Completed,11.0,16.9,null,null,null,null,null,null,618,41.73,4.5,4.3
"""CNR6841466""",Completed,3.9,23.2,null,null,null,null,null,null,165,15.37,3.1,3.3
"""CNR9355285""",Completed,6.6,16.7,null,null,null,null,null,null,789,14.86,3.1,5.0
"""CNR5358513""",Incomplete,9.7,10.5,null,null,null,null,1,Vehicle Breakdown,626,5.87,null,null
"""CNR6464112""",Cancelled by Customer,10.6,null,1,Change of plans,null,null,null,null,null,null,null,null
"""CNR7137387""",Completed,11.0,36.6,null,null,null,null,null,null,846,20.13,4.5,4.6
"""CNR2247536""",Completed,8.3,30.9,null,null,null,null,null,null,414,37.17,4.3,4.6
"""CNR8233235""",Completed,2.1,24.8,null,null,null,null,null,null,159,37.91,4.9,4.3
"""CNR9256460""",Completed,14.2,19.9,-1,null,null,,null,null,380,-11.83,-4.6,-5
"""CNR6871807""",Cancelled by Driver,20,null,-1,null ,-1,More than permitted people in there, null,null,-1,0,-1,null
"""CNR6712798""",Incomplete,8.7,23.4,null,null,null,null,1,Other Issue,107,17.39,null,null
"""CNR8953801""",Completed,13.4,17.5,null,null,null,null,null,null,505,15.03,4.1,5.0
"""CNR8961506""",Completed,7.0,23.3,null,null,null,null,null,null,748,34.86,4.3,4.9
"""CNR2051644""",Cancelled by Driver,9.9 ,null ,null,null,1,More than permitted people in there,-1, null,-1,-84.29,null,-1
"""CNR2261188""",Cancelled by Customer,18.0,null,1,AC is not working,null,null,null,null,null,null,null,null
"""CNR3367835""",Cancelled by Driver,6.7,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR9967958""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR2910698""",Completed,11.2,19.9,null,null,null,null,null,null,125,8.49,4.7,3.6
"""CNR4280417""",Completed,8.3,27.5,null,null,null,null,null,null,570,27.94,4.3,4.6
"""CNR6587267""",Completed, 8.9,29.2,1,null,null,,-1,null,467,34.27,3.4,-4.2
"""CNR7496179""",Cancelled by Customer,12.6,null,1,AC is not working,null,null,null,null,null,null,null,null
"""CNR4080968""",Cancelled by Driver,11.9,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR2601220""",Cancelled by Driver,8.3,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR1290567""",Completed,13.4,28.4,null,null,null,null,null,null,209,17.33,3.9,4.2
"""CNR2392483""",Completed,13.6,41.7,null,null,null,null,null,null,446,34.81,4.4,5.0
"""CNR7372350""",Completed,5.0,43.4,null,null,null,null,null,null,120,19.08,4.1,4.9
"""CNR9736571""",Completed,14.4,28.8,null,null,null,null,null,null,933,19.88,3.0,4.9
"""CNR5917354""",Cancelled by Customer,15.5,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null
"""CNR9485475""",Cancelled by Driver,6.8,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR6121859"" ",Cancelled by Driver ,3.9 ,null ,-1,null ,1,The customer was coughing/sick,-1,null,null,-1,null, null
"""CNR8498136""",Completed,11.3,24.2,null,null,null,null,null,null,573,34.92,4.6,4.9
" ""CNR6878304""",Cancelled by Customer, 15.5, null, 1,AC is not working,null,null ,null,null,null, null,null,null
"""CNR9103072""",Incomplete,7.9,14.0,null,null,null,null,1,Customer Demand,730,4.64,null,null
"""CNR7527807""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR4095381""",Completed,4.1,18.7,null,null,null,null,null,null,537,13.06,4.4,4.2
"""CNR6394586""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR6872176""",Completed,13.0,38.3,null,null,null,null,null,null,360,8.42,4.7,4.2
"""CNR8835468""",Completed,11.4,44.5,null,null,null,null,null,null,136,10.8,3.0,4.5
"""CNR3209411""",Completed,11.8,17.1, null, null, null,null ,null,null,476 ,32.75,4.3,4.3
"""CNR3469442""",Completed,7.3,28.8,null,null,null,null,null,null,584,9.4,3.9,4.6
